Email,Major Name,Degree Type
jt4425@illinois.edu,Statistics & Computer Science, BSLAS
jt1135@illinois.edu,Statistics & Computer Science, BSLAS
jt2802@illinois.edu,Computer Engineering, BS
jt2109@illinois.edu,Computer Science + Economics, BSLAS
jt2111@illinois.edu,Computer Science + Philosophy, BSLAS
jt2881@illinois.edu,Computer Science + Crop Sciences, BS
jt4886@illinois.edu,Computer Science + Philosophy, BSLAS
jt807@illinois.edu,Computer Science + Chemistry, BSLAS
jt4905@illinois.edu,Computer Science + Education, BS
jt4967@illinois.edu,Computer Science + Crop Sciences, BS
jt5604@illinois.edu,Computer Science + Anthropology, BSLAS
jt5321@illinois.edu,Computer Science + Physics, BS
jt2365@illinois.edu,Computer Science + Astronomy, BSLAS
jt4720@illinois.edu,Computer Science, BS
jt2853@illinois.edu,Computer Science, BS
jt2454@illinois.edu,Statistics & Computer Science, BSLAS
jt3829@illinois.edu,Computer Science + Bioengineering, BS
jt4872@illinois.edu,Computer Science + Education, BS
jt3464@illinois.edu,Computer Engineering, BS
jt3410@illinois.edu,Computer Science + Crop Sciences, BS
jt4220@illinois.edu,Computer Science + Astronomy, BSLAS
jt4333@illinois.edu,Computer Science + Linguistics, BSLAS
jt3526@illinois.edu,Statistics & Computer Science, BSLAS
jt5435@illinois.edu,Computer Science + Education, BS
jt2075@illinois.edu,Computer Science + Astronomy, BSLAS
jt3156@illinois.edu,Computer Science & Music, BS
jt57@illinois.edu,Computer Science, BS
jt1180@illinois.edu,Computer Science + Economics, BSLAS
jt5401@illinois.edu,Computer Science + Economics, BSLAS
jt361@illinois.edu,Computer Science + Linguistics, BSLAS
jt3607@illinois.edu,Computer Science + Chemistry, BSLAS
jt3396@illinois.edu,Computer Science + Music, BS
jt4544@illinois.edu,Computer Science + Anthropology, BSLAS
jt2646@illinois.edu,Computer Science, BS
jt2401@illinois.edu,Statistics & Computer Science, BSLAS
jt796@illinois.edu,Computer Science + Philosophy, BSLAS
jt4158@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3667@illinois.edu,Computer Science + Crop Sciences, BS
jt5697@illinois.edu,Computer Science + Economics, BSLAS
jt4009@illinois.edu,Computer Science + Physics, BS
jt3800@illinois.edu,Computer Science + Bioengineering, BS
jt5107@illinois.edu,Computer Science + Bioengineering, BS
jt5473@illinois.edu,Computer Science + Crop Sciences, BS
jt3000@illinois.edu,Computer Science + Animal Sciences, BS
jt3529@illinois.edu,Computer Science + Education, BS
jt1499@illinois.edu,Computer Science, BS
jt5274@illinois.edu,Computer Science + Linguistics, BSLAS
jt4853@illinois.edu,Computer Science + Chemistry, BSLAS
jt2267@illinois.edu,Computer Science, BS
jt2042@illinois.edu,Statistics & Computer Science, BSLAS
jt1209@illinois.edu,Computer Science + Anthropology, BSLAS
jt875@illinois.edu,Computer Science + Education, BS
jt3015@illinois.edu,Statistics & Computer Science, BSLAS
jt4381@illinois.edu,Computer Engineering, BS
jt4909@illinois.edu,Mathematics & Computer Science, BSLAS
jt4817@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4954@illinois.edu,Computer Science + Anthropology, BSLAS
jt4528@illinois.edu,Computer Science + Education, BS
jt4820@illinois.edu,Computer Engineering, BS
jt5585@illinois.edu,Computer Science + Music, BS
jt2206@illinois.edu,Computer Science + Linguistics, BSLAS
jt2343@illinois.edu,Computer Science, BS
jt550@illinois.edu,Computer Science + Anthropology, BSLAS
jt5770@illinois.edu,Mathematics & Computer Science, BSLAS
jt1776@illinois.edu,Computer Science + Education, BS
jt5738@illinois.edu,Computer Science + Animal Sciences, BS
jt306@illinois.edu,Computer Science + Economics, BSLAS
jt5372@illinois.edu,Computer Engineering, BS
jt2276@illinois.edu,Computer Science + Bioengineering, BS
jt3245@illinois.edu,Computer Science + Education, BS
jt3314@illinois.edu,Computer Science + Education, BS
jt5175@illinois.edu,Computer Science + Education, BS
jt3498@illinois.edu,Computer Science + Philosophy, BSLAS
jt5789@illinois.edu,Statistics & Computer Science, BSLAS
jt5178@illinois.edu,Computer Science + Bioengineering, BS
jt3167@illinois.edu,Mathematics & Computer Science, BSLAS
jt1352@illinois.edu,Statistics & Computer Science, BSLAS
jt2212@illinois.edu,Computer Science + Philosophy, BSLAS
jt4630@illinois.edu,Computer Science + Bioengineering, BS
jt5817@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5913@illinois.edu,Computer Science + Chemistry, BSLAS
jt4970@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5987@illinois.edu,Computer Science + Education, BS
jt2521@illinois.edu,Computer Science + Astronomy, BSLAS
jt4090@illinois.edu,Computer Science + Advertising, BS
jt1859@illinois.edu,Computer Science + Animal Sciences, BS
jt3019@illinois.edu,Statistics & Computer Science, BSLAS
jt3256@illinois.edu,Computer Science + Crop Sciences, BS
jt5082@illinois.edu,Computer Science + Music, BS
jt461@illinois.edu,Computer Science + Philosophy, BSLAS
jt3032@illinois.edu,Computer Science & Music, BS
jt3377@illinois.edu,Mathematics & Computer Science, BSLAS
jt1084@illinois.edu,Computer Science + Chemistry, BSLAS
jt2117@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt559@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2227@illinois.edu,Computer Science + Animal Sciences, BS
jt1448@illinois.edu,Computer Science + Philosophy, BSLAS
jt2929@illinois.edu,Computer Science + Advertising, BS
jt3528@illinois.edu,Computer Science + Linguistics, BSLAS
jt1500@illinois.edu,Computer Science, BS
jt2703@illinois.edu,Computer Science + Bioengineering, BS
jt2655@illinois.edu,Computer Science + Crop Sciences, BS
jt2572@illinois.edu,Computer Science + Crop Sciences, BS
jt5092@illinois.edu,Computer Science + Animal Sciences, BS
jt3274@illinois.edu,Computer Science + Philosophy, BSLAS
jt3340@illinois.edu,Computer Science + Philosophy, BSLAS
jt3444@illinois.edu,Computer Science + Philosophy, BSLAS
jt4616@illinois.edu,Computer Science + Crop Sciences, BS
jt3827@illinois.edu,Computer Science + Advertising, BS
jt3130@illinois.edu,Computer Science, BS
jt5120@illinois.edu,Computer Science + Linguistics, BSLAS
jt1240@illinois.edu,Computer Science + Linguistics, BSLAS
jt1779@illinois.edu,Computer Science & Music, BS
jt1767@illinois.edu,Computer Science + Animal Sciences, BS
jt1300@illinois.edu,Computer Science + Advertising, BS
jt3081@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1584@illinois.edu,Computer Science + Crop Sciences, BS
jt3739@illinois.edu,Mathematics & Computer Science, BSLAS
jt5727@illinois.edu,Mathematics & Computer Science, BSLAS
jt1045@illinois.edu,Computer Science + Philosophy, BSLAS
jt5282@illinois.edu,Computer Science + Music, BS
jt3571@illinois.edu,Computer Science + Music, BS
jt2700@illinois.edu,Statistics & Computer Science, BSLAS
jt1641@illinois.edu,Computer Science + Education, BS
jt5658@illinois.edu,Statistics & Computer Science, BSLAS
jt5927@illinois.edu,Computer Engineering, BS
jt339@illinois.edu,Computer Science + Economics, BSLAS
jt1117@illinois.edu,Computer Science & Music, BS
jt5062@illinois.edu,Statistics & Computer Science, BSLAS
jt271@illinois.edu,Computer Science + Physics, BS
jt3243@illinois.edu,Computer Science + Bioengineering, BS
jt586@illinois.edu,Computer Science & Music, BS
jt4116@illinois.edu,Computer Science + Astronomy, BSLAS
jt3501@illinois.edu,Computer Science, BS
jt5755@illinois.edu,Computer Science, BS
jt5541@illinois.edu,Computer Science & Music, BS
jt2178@illinois.edu,Computer Science + Music, BS
jt5688@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2708@illinois.edu,Computer Science & Music, BS
jt2199@illinois.edu,Computer Science + Bioengineering, BS
jt4548@illinois.edu,Computer Science + Crop Sciences, BS
jt2991@illinois.edu,Computer Science + Linguistics, BSLAS
jt4951@illinois.edu,Computer Science + Linguistics, BSLAS
jt4732@illinois.edu,Computer Science + Astronomy, BSLAS
jt200@illinois.edu,Computer Science & Music, BS
jt3798@illinois.edu,Computer Science + Education, BS
jt1626@illinois.edu,Computer Science & Music, BS
jt4667@illinois.edu,Computer Engineering, BS
jt909@illinois.edu,Computer Science + Bioengineering, BS
jt2020@illinois.edu,Computer Science + Advertising, BS
jt1760@illinois.edu,Computer Science + Crop Sciences, BS
jt3207@illinois.edu,Computer Science + Bioengineering, BS
jt5180@illinois.edu,Computer Science + Education, BS
jt2909@illinois.edu,Computer Science & Music, BS
jt1982@illinois.edu,Computer Science + Economics, BSLAS
jt1446@illinois.edu,Computer Science + Crop Sciences, BS
jt2582@illinois.edu,Computer Science + Economics, BSLAS
jt5965@illinois.edu,Statistics & Computer Science, BSLAS
jt1669@illinois.edu,Computer Science + Advertising, BS
jt755@illinois.edu,Computer Science + Economics, BSLAS
jt3240@illinois.edu,Statistics & Computer Science, BSLAS
jt5227@illinois.edu,Computer Science + Music, BS
jt1676@illinois.edu,Computer Science + Philosophy, BSLAS
jt4876@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3933@illinois.edu,Computer Science + Bioengineering, BS
jt2041@illinois.edu,Computer Science + Education, BS
jt3782@illinois.edu,Computer Science + Philosophy, BSLAS
jt2600@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2888@illinois.edu,Statistics & Computer Science, BSLAS
jt5694@illinois.edu,Computer Science + Bioengineering, BS
jt516@illinois.edu,Computer Science + Crop Sciences, BS
jt4722@illinois.edu,Computer Science & Music, BS
jt2393@illinois.edu,Computer Science + Education, BS
jt473@illinois.edu,Computer Science + Philosophy, BSLAS
jt5717@illinois.edu,Computer Science + Linguistics, BSLAS
jt4892@illinois.edu,Computer Science + Philosophy, BSLAS
jt4257@illinois.edu,Computer Science + Economics, BSLAS
jt2150@illinois.edu,Computer Science + Bioengineering, BS
jt3975@illinois.edu,Computer Science + Economics, BSLAS
jt1870@illinois.edu,Mathematics & Computer Science, BSLAS
jt3@illinois.edu,Computer Science & Music, BS
jt905@illinois.edu,Computer Science + Anthropology, BSLAS
jt4251@illinois.edu,Computer Engineering, BS
jt2640@illinois.edu,Computer Science + Anthropology, BSLAS
jt2739@illinois.edu,Computer Science + Anthropology, BSLAS
jt1970@illinois.edu,Computer Science + Animal Sciences, BS
jt5287@illinois.edu,Computer Science, BS
jt335@illinois.edu,Computer Science + Animal Sciences, BS
jt5302@illinois.edu,Computer Science + Crop Sciences, BS
jt2522@illinois.edu,Computer Science + Bioengineering, BS
jt3105@illinois.edu,Computer Science + Chemistry, BSLAS
jt333@illinois.edu,Computer Science + Animal Sciences, BS
jt5137@illinois.edu,Statistics & Computer Science, BSLAS
jt1054@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt843@illinois.edu,Computer Science + Chemistry, BSLAS
jt3774@illinois.edu,Computer Science + Economics, BSLAS
jt4038@illinois.edu,Computer Engineering, BS
jt3289@illinois.edu,Computer Science + Economics, BSLAS
jt2091@illinois.edu,Computer Science + Music, BS
jt2601@illinois.edu,Computer Science + Economics, BSLAS
jt1292@illinois.edu,Computer Science + Chemistry, BSLAS
jt2869@illinois.edu,Computer Science & Music, BS
jt496@illinois.edu,Computer Science + Astronomy, BSLAS
jt4888@illinois.edu,Mathematics & Computer Science, BSLAS
jt508@illinois.edu,Computer Science + Education, BS
jt387@illinois.edu,Computer Engineering, BS
jt3643@illinois.edu,Computer Science + Economics, BSLAS
jt685@illinois.edu,Computer Science + Anthropology, BSLAS
jt2613@illinois.edu,Statistics & Computer Science, BSLAS
jt5132@illinois.edu,Computer Science + Astronomy, BSLAS
jt1592@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4883@illinois.edu,Computer Science, BS
jt2185@illinois.edu,Computer Science + Education, BS
jt4308@illinois.edu,Computer Science + Animal Sciences, BS
jt5941@illinois.edu,Computer Science + Economics, BSLAS
jt4272@illinois.edu,Computer Science + Chemistry, BSLAS
jt2342@illinois.edu,Computer Science + Linguistics, BSLAS
jt2464@illinois.edu,Computer Science + Animal Sciences, BS
jt1363@illinois.edu,Computer Science + Advertising, BS
jt759@illinois.edu,Computer Science + Music, BS
jt2543@illinois.edu,Statistics & Computer Science, BSLAS
jt1303@illinois.edu,Mathematics & Computer Science, BSLAS
jt3184@illinois.edu,Computer Science + Crop Sciences, BS
jt4707@illinois.edu,Computer Science + Economics, BSLAS
jt466@illinois.edu,Computer Science + Linguistics, BSLAS
jt228@illinois.edu,Computer Science + Linguistics, BSLAS
jt1529@illinois.edu,Computer Science + Music, BS
jt955@illinois.edu,Statistics & Computer Science, BSLAS
jt5297@illinois.edu,Mathematics & Computer Science, BSLAS
jt1166@illinois.edu,Computer Science + Chemistry, BSLAS
jt2722@illinois.edu,Computer Engineering, BS
jt3762@illinois.edu,Computer Science, BS
jt5577@illinois.edu,Computer Science + Education, BS
jt1237@illinois.edu,Computer Engineering, BS
jt1561@illinois.edu,Computer Science + Anthropology, BSLAS
jt272@illinois.edu,Computer Engineering, BS
jt5838@illinois.edu,Computer Science + Bioengineering, BS
jt3397@illinois.edu,Mathematics & Computer Science, BSLAS
jt2561@illinois.edu,Computer Science + Physics, BS
jt132@illinois.edu,Computer Science + Economics, BSLAS
jt5086@illinois.edu,Computer Science + Animal Sciences, BS
jt3757@illinois.edu,Computer Science + Physics, BS
jt788@illinois.edu,Computer Science + Crop Sciences, BS
jt5361@illinois.edu,Computer Science, BS
jt3857@illinois.edu,Computer Science + Chemistry, BSLAS
jt108@illinois.edu,Computer Science + Education, BS
jt5341@illinois.edu,Computer Science + Physics, BS
jt711@illinois.edu,Computer Science + Physics, BS
jt2957@illinois.edu,Mathematics & Computer Science, BSLAS
jt4172@illinois.edu,Computer Science + Economics, BSLAS
jt4103@illinois.edu,Computer Science + Education, BS
jt4153@illinois.edu,Statistics & Computer Science, BSLAS
jt1268@illinois.edu,Computer Engineering, BS
jt491@illinois.edu,Statistics & Computer Science, BSLAS
jt4328@illinois.edu,Computer Science + Astronomy, BSLAS
jt2628@illinois.edu,Computer Science + Animal Sciences, BS
jt1535@illinois.edu,Computer Science + Anthropology, BSLAS
jt2009@illinois.edu,Computer Science, BS
jt5999@illinois.edu,Computer Science + Music, BS
jt4204@illinois.edu,Computer Science + Animal Sciences, BS
jt3976@illinois.edu,Computer Science & Music, BS
jt1350@illinois.edu,Computer Science, BS
jt731@illinois.edu,Computer Science + Anthropology, BSLAS
jt1244@illinois.edu,Computer Science & Music, BS
jt5833@illinois.edu,Computer Engineering, BS
jt2157@illinois.edu,Computer Science + Education, BS
jt478@illinois.edu,Computer Science + Music, BS
jt1014@illinois.edu,Computer Science + Anthropology, BSLAS
jt1263@illinois.edu,Computer Science, BS
jt359@illinois.edu,Computer Science + Bioengineering, BS
jt2468@illinois.edu,Computer Science + Bioengineering, BS
jt2451@illinois.edu,Computer Science + Music, BS
jt1289@illinois.edu,Computer Science + Anthropology, BSLAS
jt5355@illinois.edu,Computer Science + Economics, BSLAS
jt3888@illinois.edu,Mathematics & Computer Science, BSLAS
jt1400@illinois.edu,Computer Science + Bioengineering, BS
jt5009@illinois.edu,Computer Science + Philosophy, BSLAS
jt2557@illinois.edu,Computer Science + Bioengineering, BS
jt1199@illinois.edu,Computer Science + Astronomy, BSLAS
jt4479@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5328@illinois.edu,Computer Science + Animal Sciences, BS
jt3031@illinois.edu,Computer Science + Anthropology, BSLAS
jt5275@illinois.edu,Computer Science + Chemistry, BSLAS
jt5157@illinois.edu,Computer Science + Anthropology, BSLAS
jt1175@illinois.edu,Computer Science + Chemistry, BSLAS
jt2680@illinois.edu,Computer Engineering, BS
jt3489@illinois.edu,Computer Science + Physics, BS
jt2599@illinois.edu,Computer Science + Economics, BSLAS
jt4444@illinois.edu,Computer Science & Music, BS
jt5344@illinois.edu,Computer Science + Physics, BS
jt2604@illinois.edu,Computer Science + Chemistry, BSLAS
jt2750@illinois.edu,Computer Science, BS
jt3589@illinois.edu,Computer Science + Crop Sciences, BS
jt5853@illinois.edu,Computer Science + Advertising, BS
jt5376@illinois.edu,Computer Science + Music, BS
jt2372@illinois.edu,Computer Science + Education, BS
jt980@illinois.edu,Statistics & Computer Science, BSLAS
jt512@illinois.edu,Computer Engineering, BS
jt925@illinois.edu,Computer Science + Economics, BSLAS
jt1353@illinois.edu,Computer Science + Music, BS
jt5322@illinois.edu,Computer Science + Anthropology, BSLAS
jt130@illinois.edu,Mathematics & Computer Science, BSLAS
jt1366@illinois.edu,Computer Science + Economics, BSLAS
jt2507@illinois.edu,Computer Science + Linguistics, BSLAS
jt3680@illinois.edu,Computer Science + Chemistry, BSLAS
jt675@illinois.edu,Computer Science + Bioengineering, BS
jt444@illinois.edu,Computer Engineering, BS
jt789@illinois.edu,Mathematics & Computer Science, BSLAS
jt3690@illinois.edu,Mathematics & Computer Science, BSLAS
jt1215@illinois.edu,Computer Science + Crop Sciences, BS
jt4968@illinois.edu,Computer Science + Astronomy, BSLAS
jt3339@illinois.edu,Computer Engineering, BS
jt5893@illinois.edu,Computer Science + Education, BS
jt98@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4749@illinois.edu,Computer Science + Bioengineering, BS
jt2253@illinois.edu,Computer Science + Advertising, BS
jt2218@illinois.edu,Computer Science + Education, BS
jt492@illinois.edu,Computer Science + Astronomy, BSLAS
jt2657@illinois.edu,Mathematics & Computer Science, BSLAS
jt2170@illinois.edu,Computer Science + Physics, BS
jt538@illinois.edu,Computer Science + Astronomy, BSLAS
jt4613@illinois.edu,Computer Science + Chemistry, BSLAS
jt3045@illinois.edu,Computer Science + Philosophy, BSLAS
jt5226@illinois.edu,Computer Science + Linguistics, BSLAS
jt4773@illinois.edu,Computer Science + Chemistry, BSLAS
jt178@illinois.edu,Computer Science & Music, BS
jt4911@illinois.edu,Computer Science + Anthropology, BSLAS
jt5515@illinois.edu,Computer Engineering, BS
jt1434@illinois.edu,Computer Science + Physics, BS
jt1131@illinois.edu,Computer Science + Education, BS
jt604@illinois.edu,Computer Science + Music, BS
jt2462@illinois.edu,Computer Science + Bioengineering, BS
jt4455@illinois.edu,Computer Science + Animal Sciences, BS
jt5320@illinois.edu,Computer Science + Linguistics, BSLAS
jt2997@illinois.edu,Statistics & Computer Science, BSLAS
jt1060@illinois.edu,Computer Science + Music, BS
jt3864@illinois.edu,Computer Science + Crop Sciences, BS
jt5819@illinois.edu,Computer Science + Bioengineering, BS
jt5841@illinois.edu,Computer Science + Physics, BS
jt5652@illinois.edu,Computer Science + Bioengineering, BS
jt388@illinois.edu,Computer Science + Music, BS
jt5976@illinois.edu,Computer Science & Music, BS
jt4390@illinois.edu,Computer Science & Music, BS
jt4516@illinois.edu,Computer Science + Economics, BSLAS
jt1030@illinois.edu,Computer Engineering, BS
jt4609@illinois.edu,Computer Science & Music, BS
jt1047@illinois.edu,Computer Science + Advertising, BS
jt4071@illinois.edu,Computer Science + Anthropology, BSLAS
jt4179@illinois.edu,Computer Science & Music, BS
jt1670@illinois.edu,Computer Science + Chemistry, BSLAS
jt3803@illinois.edu,Computer Science + Astronomy, BSLAS
jt337@illinois.edu,Computer Science & Music, BS
jt3208@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2575@illinois.edu,Computer Science & Music, BS
jt3825@illinois.edu,Computer Science + Physics, BS
jt5806@illinois.edu,Computer Science + Advertising, BS
jt4163@illinois.edu,Computer Science & Music, BS
jt4940@illinois.edu,Computer Science + Astronomy, BSLAS
jt1464@illinois.edu,Computer Science + Crop Sciences, BS
jt2163@illinois.edu,Computer Science + Physics, BS
jt1608@illinois.edu,Computer Science + Economics, BSLAS
jt2130@illinois.edu,Computer Science, BS
jt897@illinois.edu,Computer Engineering, BS
jt560@illinois.edu,Computer Science + Philosophy, BSLAS
jt2765@illinois.edu,Computer Science + Linguistics, BSLAS
jt5566@illinois.edu,Computer Science + Astronomy, BSLAS
jt4415@illinois.edu,Computer Science + Chemistry, BSLAS
jt5444@illinois.edu,Computer Science + Animal Sciences, BS
jt4702@illinois.edu,Computer Science + Astronomy, BSLAS
jt5209@illinois.edu,Computer Science + Anthropology, BSLAS
jt2752@illinois.edu,Computer Science + Bioengineering, BS
jt1796@illinois.edu,Computer Science + Anthropology, BSLAS
jt3487@illinois.edu,Computer Science + Music, BS
jt3919@illinois.edu,Computer Science & Music, BS
jt1394@illinois.edu,Computer Science + Bioengineering, BS
jt1505@illinois.edu,Computer Science + Animal Sciences, BS
jt1450@illinois.edu,Computer Science + Bioengineering, BS
jt3838@illinois.edu,Mathematics & Computer Science, BSLAS
jt2177@illinois.edu,Computer Science + Astronomy, BSLAS
jt1264@illinois.edu,Computer Science + Animal Sciences, BS
jt5070@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2574@illinois.edu,Statistics & Computer Science, BSLAS
jt852@illinois.edu,Computer Science + Animal Sciences, BS
jt4979@illinois.edu,Computer Science + Education, BS
jt2408@illinois.edu,Computer Science + Physics, BS
jt1941@illinois.edu,Statistics & Computer Science, BSLAS
jt1212@illinois.edu,Mathematics & Computer Science, BSLAS
jt4147@illinois.edu,Computer Engineering, BS
jt1693@illinois.edu,Computer Engineering, BS
jt5273@illinois.edu,Computer Science + Advertising, BS
jt4032@illinois.edu,Computer Engineering, BS
jt2618@illinois.edu,Computer Science + Linguistics, BSLAS
jt3238@illinois.edu,Computer Science + Physics, BS
jt2080@illinois.edu,Computer Science + Education, BS
jt1441@illinois.edu,Computer Science & Music, BS
jt4610@illinois.edu,Mathematics & Computer Science, BSLAS
jt2051@illinois.edu,Computer Science + Philosophy, BSLAS
jt3727@illinois.edu,Computer Science + Economics, BSLAS
jt9@illinois.edu,Computer Science + Anthropology, BSLAS
jt5500@illinois.edu,Computer Science + Economics, BSLAS
jt340@illinois.edu,Mathematics & Computer Science, BSLAS
jt3443@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1858@illinois.edu,Computer Science + Chemistry, BSLAS
jt3833@illinois.edu,Statistics & Computer Science, BSLAS
jt5081@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2081@illinois.edu,Computer Science + Education, BS
jt1232@illinois.edu,Computer Science + Crop Sciences, BS
jt3992@illinois.edu,Computer Science + Astronomy, BSLAS
jt5695@illinois.edu,Computer Science + Advertising, BS
jt4966@illinois.edu,Computer Science + Physics, BS
jt1027@illinois.edu,Computer Science, BS
jt1981@illinois.edu,Computer Science + Philosophy, BSLAS
jt231@illinois.edu,Computer Science + Chemistry, BSLAS
jt4972@illinois.edu,Computer Science + Advertising, BS
jt3778@illinois.edu,Computer Science + Crop Sciences, BS
jt684@illinois.edu,Computer Science + Music, BS
jt4772@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4150@illinois.edu,Statistics & Computer Science, BSLAS
jt644@illinois.edu,Computer Science, BS
jt5210@illinois.edu,Computer Science + Animal Sciences, BS
jt3522@illinois.edu,Computer Science + Bioengineering, BS
jt1497@illinois.edu,Computer Science & Music, BS
jt2279@illinois.edu,Computer Science + Chemistry, BSLAS
jt2947@illinois.edu,Computer Science + Astronomy, BSLAS
jt794@illinois.edu,Computer Science + Physics, BS
jt874@illinois.edu,Computer Science + Bioengineering, BS
jt3661@illinois.edu,Computer Science + Physics, BS
jt5496@illinois.edu,Computer Engineering, BS
jt4233@illinois.edu,Computer Science + Anthropology, BSLAS
jt5191@illinois.edu,Computer Science + Crop Sciences, BS
jt4921@illinois.edu,Computer Science, BS
jt1517@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt752@illinois.edu,Computer Science + Education, BS
jt74@illinois.edu,Computer Science + Economics, BSLAS
jt385@illinois.edu,Computer Science, BS
jt2258@illinois.edu,Mathematics & Computer Science, BSLAS
jt5814@illinois.edu,Computer Science + Bioengineering, BS
jt1437@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5416@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5043@illinois.edu,Computer Science + Physics, BS
jt3378@illinois.edu,Computer Science + Philosophy, BSLAS
jt5233@illinois.edu,Computer Science + Philosophy, BSLAS
jt622@illinois.edu,Computer Science + Advertising, BS
jt2407@illinois.edu,Computer Science + Astronomy, BSLAS
jt5245@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5854@illinois.edu,Computer Science + Chemistry, BSLAS
jt2815@illinois.edu,Computer Science + Astronomy, BSLAS
jt725@illinois.edu,Statistics & Computer Science, BSLAS
jt4205@illinois.edu,Computer Science + Chemistry, BSLAS
jt2293@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt707@illinois.edu,Computer Science + Anthropology, BSLAS
jt4266@illinois.edu,Computer Science + Bioengineering, BS
jt2248@illinois.edu,Computer Science + Physics, BS
jt2934@illinois.edu,Computer Science + Crop Sciences, BS
jt1004@illinois.edu,Computer Science + Bioengineering, BS
jt2723@illinois.edu,Computer Science + Anthropology, BSLAS
jt1122@illinois.edu,Computer Science + Chemistry, BSLAS
jt5450@illinois.edu,Computer Science + Chemistry, BSLAS
jt3366@illinois.edu,Computer Science + Animal Sciences, BS
jt4342@illinois.edu,Computer Science + Philosophy, BSLAS
jt969@illinois.edu,Computer Science + Philosophy, BSLAS
jt2755@illinois.edu,Mathematics & Computer Science, BSLAS
jt3632@illinois.edu,Mathematics & Computer Science, BSLAS
jt480@illinois.edu,Mathematics & Computer Science, BSLAS
jt4721@illinois.edu,Computer Science, BS
jt4180@illinois.edu,Statistics & Computer Science, BSLAS
jt1397@illinois.edu,Computer Science + Crop Sciences, BS
jt2366@illinois.edu,Computer Science & Music, BS
jt1962@illinois.edu,Computer Science + Bioengineering, BS
jt1633@illinois.edu,Computer Science & Music, BS
jt20@illinois.edu,Computer Science & Music, BS
jt5421@illinois.edu,Computer Science + Anthropology, BSLAS
jt1814@illinois.edu,Computer Science + Chemistry, BSLAS
jt2744@illinois.edu,Computer Engineering, BS
jt5394@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1471@illinois.edu,Computer Science + Animal Sciences, BS
jt5125@illinois.edu,Computer Science + Anthropology, BSLAS
jt846@illinois.edu,Computer Science + Economics, BSLAS
jt5164@illinois.edu,Computer Science + Bioengineering, BS
jt2734@illinois.edu,Statistics & Computer Science, BSLAS
jt173@illinois.edu,Computer Science + Economics, BSLAS
jt981@illinois.edu,Mathematics & Computer Science, BSLAS
jt2380@illinois.edu,Computer Science + Animal Sciences, BS
jt3296@illinois.edu,Computer Science + Linguistics, BSLAS
jt427@illinois.edu,Computer Science + Animal Sciences, BS
jt4388@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2028@illinois.edu,Computer Engineering, BS
jt1523@illinois.edu,Computer Science + Linguistics, BSLAS
jt1570@illinois.edu,Computer Science + Education, BS
jt591@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2324@illinois.edu,Computer Science + Astronomy, BSLAS
jt5571@illinois.edu,Computer Science + Bioengineering, BS
jt1817@illinois.edu,Computer Science + Philosophy, BSLAS
jt205@illinois.edu,Computer Science & Music, BS
jt3638@illinois.edu,Computer Science + Anthropology, BSLAS
jt2086@illinois.edu,Computer Science + Advertising, BS
jt514@illinois.edu,Computer Science + Linguistics, BSLAS
jt5961@illinois.edu,Computer Science + Music, BS
jt3348@illinois.edu,Computer Science + Physics, BS
jt5554@illinois.edu,Computer Science + Bioengineering, BS
jt3741@illinois.edu,Computer Science + Physics, BS
jt1272@illinois.edu,Computer Science + Education, BS
jt2344@illinois.edu,Computer Science + Linguistics, BSLAS
jt4807@illinois.edu,Computer Science + Physics, BS
jt3628@illinois.edu,Computer Science + Education, BS
jt4317@illinois.edu,Computer Science + Physics, BS
jt5646@illinois.edu,Computer Science + Advertising, BS
