Name,Email,Major
Johnny Test35771,jt35771@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test40692,jt40692@illinois.edu,"Audiology, AuD"
Johnny Test12569,jt12569@illinois.edu,"Slavic Studies, BALAS"
Johnny Test21667,jt21667@illinois.edu,"Germanic Studies, BALAS"
Johnny Test41521,jt41521@illinois.edu,"Art Education, PhD"
Johnny Test35656,jt35656@illinois.edu,"Individual Plans of Study, BALAS or BSLAS"
Johnny Test9777,jt9777@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, BS"
Johnny Test52907,jt52907@illinois.edu,"Sustainable Urban Management, MS"
Johnny Test12165,jt12165@illinois.edu,"Chemistry, BSLAS"
Johnny Test53066,jt53066@illinois.edu,"Teaching of Chemistry, MS"
Johnny Test11319,jt11319@illinois.edu,"Kinesiology, BS & Dance, BA"
Johnny Test52777,jt52777@illinois.edu,"Philosophy, MA"
Johnny Test21620,jt21620@illinois.edu,"Teaching of German, BA"
Johnny Test16634,jt16634@illinois.edu,"German (Teaching), BA"
Johnny Test32656,jt32656@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test5013,jt5013@illinois.edu,"Bioinformatics, MS"
Johnny Test21551,jt21551@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test42529,jt42529@illinois.edu,"Economics, MS"
Johnny Test43504,jt43504@illinois.edu,"Human Resources & Industrial Relations, PhD"
Johnny Test28031,jt28031@illinois.edu,"Recreation, Sport & Tourism, BS"
Johnny Test51335,jt51335@illinois.edu,"Political Science, MA"
Johnny Test14972,jt14972@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test2521,jt2521@illinois.edu,"Statistics & Computer Science, BSLAS"
Johnny Test29311,jt29311@illinois.edu,"Geology, BS"
Johnny Test23648,jt23648@illinois.edu,"Instrumental Music, BMUS"
Johnny Test18739,jt18739@illinois.edu,"French, BALAS"
Johnny Test50473,jt50473@illinois.edu,"Slavic Languages & Literatures, MA"
Johnny Test837,jt837@illinois.edu,"Computer Science + Linguistics, BSLAS"
Johnny Test40038,jt40038@illinois.edu,"Nutritional Sciences, PhD"
Johnny Test42672,jt42672@illinois.edu,"Spanish, PhD"
Johnny Test44657,jt44657@illinois.edu,"VMS - Pathobiology, PhD"
Johnny Test51265,jt51265@illinois.edu,"Materials Engineering, MENG"
Johnny Test44432,jt44432@illinois.edu,"Portuguese, PhD"
Johnny Test8080,jt8080@illinois.edu,"Operations Management, BS"
Johnny Test34106,jt34106@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test40586,jt40586@illinois.edu,"Engineering Technology and Management for Agricultural Systems, MS"
Johnny Test52465,jt52465@illinois.edu,"Sustainable Urban Design, MSUD"
Johnny Test18102,jt18102@illinois.edu,"Agronomy, BS"
Johnny Test21998,jt21998@illinois.edu,"Hospitality Management, BS"
Johnny Test31115,jt31115@illinois.edu,"French (Teaching), BA"
Johnny Test14270,jt14270@illinois.edu,"Nutrition and Health, BS"
Johnny Test33314,jt33314@illinois.edu,Art Undeclared
Johnny Test25293,jt25293@illinois.edu,"Theatre, BFA"
Johnny Test11155,jt11155@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test11809,jt11809@illinois.edu,"Dietetics and Nutrition, BS"
Johnny Test38669,jt38669@illinois.edu,"Civil Engineering, PhD"
Johnny Test28477,jt28477@illinois.edu,"Middle Grades Education, BS"
Johnny Test15269,jt15269@illinois.edu,"Community Health, BS & Public Health, MPH"
Johnny Test34663,jt34663@illinois.edu,"Dance, BA"
Johnny Test17874,jt17874@illinois.edu,"Psychology, BSLAS"
Johnny Test18892,jt18892@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test9007,jt9007@illinois.edu,"Special Education, BS"
Johnny Test14321,jt14321@illinois.edu,"Social Work, BSW"
Johnny Test46220,jt46220@illinois.edu,"Agricultural & Applied Economics, MS"
Johnny Test53689,jt53689@illinois.edu,"Biochemistry, PhD"
Johnny Test16320,jt16320@illinois.edu,"Plant Biotechnology, BS"
Johnny Test8498,jt8498@illinois.edu,"Global Studies, BALAS"
Johnny Test47161,jt47161@illinois.edu,"Agricultural & Applied Economics, MAAE"
Johnny Test21012,jt21012@illinois.edu,"Jazz Performance, BMUS"
Johnny Test12686,jt12686@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test3977,jt3977@illinois.edu,"Mathematics & Computer Science, BSLAS"
Johnny Test25378,jt25378@illinois.edu,"Dance, BFA"
Johnny Test48998,jt48998@illinois.edu,"Plant Biology, PhD"
Johnny Test10965,jt10965@illinois.edu,"Plant Biotechnology, BS"
Johnny Test52555,jt52555@illinois.edu,"Curriculum & Instruction, MS"
Johnny Test36080,jt36080@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test45571,jt45571@illinois.edu,"History, MA"
Johnny Test4624,jt4624@illinois.edu,"Computer Science, MCS"
Johnny Test15301,jt15301@illinois.edu,"Earth, Society, & Environmental Sustainability, BSLAS"
Johnny Test30297,jt30297@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test17168,jt17168@illinois.edu,"Atmospheric Sciences, BSLAS"
Johnny Test35217,jt35217@illinois.edu,"Systems Engineering & Design, BS"
Johnny Test2996,jt2996@illinois.edu,"Computer Science + Geography & Geographic Information Science, BSLAS"
Johnny Test49523,jt49523@illinois.edu,"Bioengineering, MENG"
Johnny Test43526,jt43526@illinois.edu,"Aerospace Engineering, MS"
Johnny Test39837,jt39837@illinois.edu,"Slavic Languages & Literatures, PhD"
Johnny Test53363,jt53363@illinois.edu,"Civil Engineering, MS"
Johnny Test48319,jt48319@illinois.edu,"Educational Psychology, MA"
Johnny Test15720,jt15720@illinois.edu,"Middle Grades Education, BS"
Johnny Test17873,jt17873@illinois.edu,"Geology, BSLAS"
Johnny Test39193,jt39193@illinois.edu,"Crop Sciences, MS"
Johnny Test22682,jt22682@illinois.edu,"Business + Data Science, BS"
Johnny Test13677,jt13677@illinois.edu,"Italian, BALAS"
Johnny Test16360,jt16360@illinois.edu,"Astronomy, BSLAS"
Johnny Test3003,jt3003@illinois.edu,"Computer Science + Physics, BS"
Johnny Test7470,jt7470@illinois.edu,"Information Sciences + Data Science, BS"
Johnny Test33415,jt33415@illinois.edu,"Voice, BMUS"
Johnny Test16475,jt16475@illinois.edu,"Physics, BS"
Johnny Test15743,jt15743@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test52217,jt52217@illinois.edu,"Animal Sciences, MS"
Johnny Test20928,jt20928@illinois.edu,"Psychology, BSLAS"
Johnny Test18223,jt18223@illinois.edu,"Teaching of German, BA"
Johnny Test3249,jt3249@illinois.edu,"Computer Science, BS"
Johnny Test40355,jt40355@illinois.edu,"Music, AD"
Johnny Test23234,jt23234@illinois.edu,"Engineering Technology & Management for Agricultural Systems, BS"
Johnny Test16796,jt16796@illinois.edu,"Operations Management, BS"
Johnny Test4887,jt4887@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test2959,jt2959@illinois.edu,"Computer Science & Music, BS"
Johnny Test11388,jt11388@illinois.edu,"Spanish, BALAS"
Johnny Test8665,jt8665@illinois.edu,"Latina/Latino Studies, BALAS"
Johnny Test53613,jt53613@illinois.edu,"Theoretical & Applied Mechanics, PhD"
Johnny Test2497,jt2497@illinois.edu,"Computer Science + Linguistics, BSLAS"
Johnny Test29025,jt29025@illinois.edu,"Community Health, BS & Public Health, MPH"
Johnny Test19443,jt19443@illinois.edu,"Dance, BA & Kinesiology, BS (Dual Degree Program)"
Johnny Test21397,jt21397@illinois.edu,"Asian American Studies, BALAS"
Johnny Test33595,jt33595@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test51479,jt51479@illinois.edu,"Biochemistry, MS"
Johnny Test13421,jt13421@illinois.edu,"Crop Sciences, BS"
Johnny Test1532,jt1532@illinois.edu,"Computer Science + Economics, BSLAS"
Johnny Test50432,jt50432@illinois.edu,"Materials Engineering, MENG"
Johnny Test50689,jt50689@illinois.edu,"Natural Resources & Environmental Sciences, PhD"
Johnny Test14241,jt14241@illinois.edu,Art Undeclared
Johnny Test51321,jt51321@illinois.edu,"French, MA"
Johnny Test10512,jt10512@illinois.edu,"Early Childhood Education, BS"
Johnny Test41752,jt41752@illinois.edu,"Rehabilitation, MS"
Johnny Test11279,jt11279@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test7187,jt7187@illinois.edu,Art Undeclared
Johnny Test47316,jt47316@illinois.edu,"Industrial Engineering, PhD"
Johnny Test26794,jt26794@illinois.edu,"Finance + Data Science, BS"
Johnny Test24352,jt24352@illinois.edu,"Supply Chain Management, BS"
Johnny Test35011,jt35011@illinois.edu,"History, BALAS"
Johnny Test36378,jt36378@illinois.edu,"Information Systems, BS"
Johnny Test24994,jt24994@illinois.edu,"Physics, BS"
Johnny Test10554,jt10554@illinois.edu,"Political Science, BALAS"
Johnny Test17243,jt17243@illinois.edu,"Asian American Studies, BALAS"
Johnny Test2396,jt2396@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test43096,jt43096@illinois.edu,"Anthropology, MA"
Johnny Test24891,jt24891@illinois.edu,"Statistics, BSLAS"
Johnny Test46788,jt46788@illinois.edu,"Speech & Hearing Science, MA"
Johnny Test24224,jt24224@illinois.edu,"History of Art, BALAS"
Johnny Test35379,jt35379@illinois.edu,"Industrial Engineering, BS"
Johnny Test41235,jt41235@illinois.edu,"Bioengineering, MS"
Johnny Test8531,jt8531@illinois.edu,"Industrial Design, BFA"
Johnny Test18607,jt18607@illinois.edu,"Anthropology, BALAS"
Johnny Test47918,jt47918@illinois.edu,"Recreation, Sport & Tourism, PhD"
Johnny Test3590,jt3590@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test50712,jt50712@illinois.edu,"Environmental Engineering in Civil Engineering, MS"
Johnny Test9312,jt9312@illinois.edu,"Latina/Latino Studies, BALAS"
Johnny Test6588,jt6588@illinois.edu,"Finance + Data Science, BS"
Johnny Test37728,jt37728@illinois.edu,"Teaching of Latin, MA"
Johnny Test53173,jt53173@illinois.edu,"Comparative Literature, MA"
Johnny Test29098,jt29098@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test41714,jt41714@illinois.edu,"Plant Biology, PhD"
Johnny Test2068,jt2068@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test38695,jt38695@illinois.edu,"Food Science & Human Nutrition, MS - Professional Science Master’s"
Johnny Test24141,jt24141@illinois.edu,"Portuguese, BALAS"
Johnny Test13139,jt13139@illinois.edu,"Athletic Training, BS"
Johnny Test36776,jt36776@illinois.edu,"Portuguese, BALAS"
Johnny Test41070,jt41070@illinois.edu,"Curriculum & Instruction, EdD"
Johnny Test15966,jt15966@illinois.edu,"Jazz Performance, BMUS"
Johnny Test47792,jt47792@illinois.edu,"Animal Sciences, MS"
Johnny Test19197,jt19197@illinois.edu,"Middle Grades Education, BS"
Johnny Test14542,jt14542@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test51184,jt51184@illinois.edu,"Theatre, MA"
Johnny Test42448,jt42448@illinois.edu,"Statistics, MS"
Johnny Test29907,jt29907@illinois.edu,"Physics, BS"
Johnny Test44796,jt44796@illinois.edu,"Latin American Studies, MA"
Johnny Test31214,jt31214@illinois.edu,"German (Teaching), BA"
Johnny Test12296,jt12296@illinois.edu,"Sociology, BALAS"
Johnny Test44882,jt44882@illinois.edu,"Music Education, MME"
Johnny Test14919,jt14919@illinois.edu,"Art Education, BFA"
Johnny Test36638,jt36638@illinois.edu,"Religion, BALAS"
Johnny Test4586,jt4586@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test45568,jt45568@illinois.edu,"Applied Mathematics, MS"
Johnny Test20982,jt20982@illinois.edu,"Environmental Engineering, BS"
Johnny Test9437,jt9437@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test6289,jt6289@illinois.edu,"Management, BS"
Johnny Test8701,jt8701@illinois.edu,"Information Sciences, BS"
Johnny Test44359,jt44359@illinois.edu,"Elementary Education, EdM"
Johnny Test4479,jt4479@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test31107,jt31107@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test22327,jt22327@illinois.edu,"Open Studies, BMUS"
Johnny Test34829,jt34829@illinois.edu,"Social Work, BSW"
Johnny Test1810,jt1810@illinois.edu,"Computer Science, BS"
Johnny Test25432,jt25432@illinois.edu,"Religion, BALAS"
Johnny Test4995,jt4995@illinois.edu,"Computer Science, MCS"
Johnny Test15760,jt15760@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test39856,jt39856@illinois.edu,"Entomology, PhD"
Johnny Test19175,jt19175@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test39705,jt39705@illinois.edu,"Psychology, PhD"
Johnny Test639,jt639@illinois.edu,"Computer Science + Music, BS"
Johnny Test45433,jt45433@illinois.edu,"Animal Sciences, MS"
Johnny Test26955,jt26955@illinois.edu,"Asian American Studies, BALAS"
Johnny Test44315,jt44315@illinois.edu,"Spanish, PhD"
Johnny Test46444,jt46444@illinois.edu,"Psychology, PhD"
Johnny Test28411,jt28411@illinois.edu,"Econometrics & Quantitative Economics, BSLAS"
Johnny Test47941,jt47941@illinois.edu,"Food Science & Human Nutrition, MS"
Johnny Test33347,jt33347@illinois.edu,"Philosophy, BALAS"
Johnny Test13267,jt13267@illinois.edu,"Germanic Studies, BALAS"
Johnny Test15352,jt15352@illinois.edu,"Art Education, BFA"
Johnny Test45460,jt45460@illinois.edu,"Information Sciences, PhD"
Johnny Test34875,jt34875@illinois.edu,"Individual Plans of Study, BALAS or BSLAS"
Johnny Test2375,jt2375@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test7646,jt7646@illinois.edu,"Spanish (Teaching), BA"
Johnny Test15896,jt15896@illinois.edu,"Supply Chain Management, BS"
Johnny Test27057,jt27057@illinois.edu,"French, BALAS"
Johnny Test41168,jt41168@illinois.edu,"Human Resources & Industrial Relations, MHRIR"
Johnny Test8714,jt8714@illinois.edu,"Community Health, BS"
Johnny Test28689,jt28689@illinois.edu,"Jazz Performance, BMUS"
Johnny Test22689,jt22689@illinois.edu,"Dance, BA & Kinesiology, BS (Dual Degree Program)"
Johnny Test4339,jt4339@illinois.edu,"Computer Science, MCS"
Johnny Test50076,jt50076@illinois.edu,"Actuarial Science, MS"
Johnny Test27556,jt27556@illinois.edu,"Agronomy, BS"
Johnny Test37374,jt37374@illinois.edu,"European Union Studies, MA"
Johnny Test4770,jt4770@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test19962,jt19962@illinois.edu,"Latina/Latino Studies, BALAS"
Johnny Test42373,jt42373@illinois.edu,"Geology, MS"
Johnny Test19884,jt19884@illinois.edu,"Chemistry, BSLAS"
Johnny Test13088,jt13088@illinois.edu,"Business + Data Science, BS"
Johnny Test51270,jt51270@illinois.edu,"Religion, MA"
Johnny Test2892,jt2892@illinois.edu,"Computer Science, BS"
Johnny Test41541,jt41541@illinois.edu,"Biology, PhD"
Johnny Test23985,jt23985@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test46666,jt46666@illinois.edu,"Dance, MFA"
Johnny Test805,jt805@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test14571,jt14571@illinois.edu,"Urban Studies & Planning, BA"
Johnny Test22742,jt22742@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test48310,jt48310@illinois.edu,"Agricultural & Biological Engineering, PhD"
Johnny Test15427,jt15427@illinois.edu,"Community Health, BS & Public Health, MPH"
Johnny Test46744,jt46744@illinois.edu,"Microbiology, PhD"
Johnny Test17166,jt17166@illinois.edu,"Neural Engineering, BS"
Johnny Test34493,jt34493@illinois.edu,"Jazz Performance, BMUS"
Johnny Test36841,jt36841@illinois.edu,"Kinesiology, BS & Dance, BA"
Johnny Test30530,jt30530@illinois.edu,"Accountancy, BS"
Johnny Test19783,jt19783@illinois.edu,"Open Studies, BMUS"
Johnny Test34306,jt34306@illinois.edu,"Teaching of French, BA"
Johnny Test13455,jt13455@illinois.edu,"Computer Engineering, BS"
Johnny Test1313,jt1313@illinois.edu,"Computer Engineering, BS"
Johnny Test37303,jt37303@illinois.edu,"Bioprocessing & Bioenergy, MS - Professional Science Master’s"
Johnny Test495,jt495@illinois.edu,"Computer Science + Linguistics, BSLAS"
Johnny Test45770,jt45770@illinois.edu,"Molecular & Cellular Biology, MS"
Johnny Test28894,jt28894@illinois.edu,"Creative Writing, BALAS"
Johnny Test123,jt123@illinois.edu,"Computer Science + Advertising, BS"
Johnny Test21360,jt21360@illinois.edu,"Creative Writing, BALAS"
Johnny Test39025,jt39025@illinois.edu,"Special Education, MS"
Johnny Test10713,jt10713@illinois.edu,"Environmental Engineering, BS"
Johnny Test40715,jt40715@illinois.edu,"CyberGIS and Geospatial Data Science, MS"
Johnny Test19912,jt19912@illinois.edu,"Gender & Women's Studies, BALAS"
Johnny Test40205,jt40205@illinois.edu,"Strategic Brand Communication, MS"
Johnny Test7862,jt7862@illinois.edu,"Teaching of German, BA"
Johnny Test44199,jt44199@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test9144,jt9144@illinois.edu,"Mathematics, BSLAS"
Johnny Test509,jt509@illinois.edu,"Computer Science + Economics, BSLAS"
Johnny Test22088,jt22088@illinois.edu,"Hospitality Management, BS"
Johnny Test47373,jt47373@illinois.edu,"Biophysics & Quantitative Biology, PhD"
Johnny Test22392,jt22392@illinois.edu,"Art Education, BFA"
Johnny Test35225,jt35225@illinois.edu,"Musicology, BMUS"
Johnny Test7595,jt7595@illinois.edu,"Operations Management, BS"
Johnny Test22988,jt22988@illinois.edu,"Art & Art History, BFA"
Johnny Test1092,jt1092@illinois.edu,"Computer Science + Music, BS"
Johnny Test39630,jt39630@illinois.edu,Choral Music
Johnny Test50924,jt50924@illinois.edu,"Geography, MA"
Johnny Test1122,jt1122@illinois.edu,"Computer Engineering, BS"
Johnny Test12319,jt12319@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test28257,jt28257@illinois.edu,"Neural Engineering, BS"
Johnny Test35884,jt35884@illinois.edu,"Teaching of German, BA"
Johnny Test49198,jt49198@illinois.edu,"Finance, MS"
Johnny Test23842,jt23842@illinois.edu,"Art & Art History, BFA"
Johnny Test8178,jt8178@illinois.edu,"Spanish (Teaching), BA"
Johnny Test18375,jt18375@illinois.edu,"Environmental Engineering, BS"
Johnny Test30649,jt30649@illinois.edu,"Middle Grades Education, BS"
Johnny Test47285,jt47285@illinois.edu,"Geology, MS"
Johnny Test28598,jt28598@illinois.edu,"Community Health, BS"
Johnny Test13571,jt13571@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test42903,jt42903@illinois.edu,"Finance, MS"
Johnny Test25118,jt25118@illinois.edu,"Learning & Education Studies, BS"
Johnny Test1028,jt1028@illinois.edu,"Statistics & Computer Science, BSLAS"
Johnny Test17069,jt17069@illinois.edu,"Open Studies, BMUS"
Johnny Test22729,jt22729@illinois.edu,"Graphic Design, BFA"
Johnny Test21545,jt21545@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test27614,jt27614@illinois.edu,"Aerospace Engineering, BS"
Johnny Test6122,jt6122@illinois.edu,"Engineering Mechanics, BS"
Johnny Test20447,jt20447@illinois.edu,"Teaching of German, BA"
Johnny Test19706,jt19706@illinois.edu,"Engineering Mechanics, BS"
Johnny Test34385,jt34385@illinois.edu,"Middle Grades Education, BS"
Johnny Test26615,jt26615@illinois.edu,"Industrial Design, BFA"
Johnny Test22698,jt22698@illinois.edu,"Portuguese, BALAS"
Johnny Test36957,jt36957@illinois.edu,"Jazz Performance, BMUS"
Johnny Test36610,jt36610@illinois.edu,"Plant Biotechnology, BS"
Johnny Test34677,jt34677@illinois.edu,"Agricultural & Biological Engineering, BS"
Johnny Test44295,jt44295@illinois.edu,"Strategic Brand Communication, MS"
Johnny Test37650,jt37650@illinois.edu,"Industrial Engineering, PhD"
Johnny Test35378,jt35378@illinois.edu,"Germanic Studies, BALAS"
Johnny Test29154,jt29154@illinois.edu,"Italian, BALAS"
Johnny Test32202,jt32202@illinois.edu,"Geology, BS"
Johnny Test10809,jt10809@illinois.edu,"Geology, BSLAS"
Johnny Test6506,jt6506@illinois.edu,"Gender & Women's Studies, BALAS"
Johnny Test48526,jt48526@illinois.edu,"Kinesiology, PhD"
Johnny Test48872,jt48872@illinois.edu,"Mathematics, MS"
Johnny Test5212,jt5212@illinois.edu,"Computer Science, MCS"
Johnny Test41500,jt41500@illinois.edu,"Political Science, MA"
Johnny Test31118,jt31118@illinois.edu,"Community Health, BS"
Johnny Test4227,jt4227@illinois.edu,"Bioinformatics, MS"
Johnny Test38462,jt38462@illinois.edu,"Teaching of Chemistry, MS"
Johnny Test8071,jt8071@illinois.edu,"History, BALAS"
Johnny Test11568,jt11568@illinois.edu,"Hospitality Management, BS"
Johnny Test14916,jt14916@illinois.edu,"Strategy, Innovation and Entrepreneurship, BS"
Johnny Test21197,jt21197@illinois.edu,"Finance, BS"
Johnny Test31626,jt31626@illinois.edu,"Kinesiology, BS & Dance, BA"
Johnny Test15286,jt15286@illinois.edu,"Agronomy, BS"
Johnny Test9189,jt9189@illinois.edu,"Integrative Biology, BSLAS"
Johnny Test28221,jt28221@illinois.edu,"Nutrition and Health, BS"
Johnny Test27433,jt27433@illinois.edu,"Political Science, BALAS"
Johnny Test24018,jt24018@illinois.edu,"Plant Biotechnology, BS"
Johnny Test53561,jt53561@illinois.edu,"Microbiology, MS"
Johnny Test54571,jt54571@illinois.edu,"Psychology, PhD"
Johnny Test1977,jt1977@illinois.edu,"Computer Engineering, BS"
Johnny Test46141,jt46141@illinois.edu,"Finance, MS"
Johnny Test39653,jt39653@illinois.edu,"Educational Psychology, MS"
Johnny Test32581,jt32581@illinois.edu,Art Undeclared
Johnny Test27317,jt27317@illinois.edu,"French, BALAS"
Johnny Test10651,jt10651@illinois.edu,"Bioengineering, BS"
Johnny Test39874,jt39874@illinois.edu,"Astronomy, PhD"
Johnny Test31321,jt31321@illinois.edu,"Neuroscience, BSLAS"
Johnny Test9042,jt9042@illinois.edu,"Latin American Studies, BALAS"
Johnny Test18220,jt18220@illinois.edu,"Computer Engineering, BS"
Johnny Test8242,jt8242@illinois.edu,Art Undeclared
Johnny Test29871,jt29871@illinois.edu,"Political Science, BALAS"
Johnny Test46270,jt46270@illinois.edu,"Teaching of Biological Science, MS"
Johnny Test21274,jt21274@illinois.edu,"Elementary Education, BS"
Johnny Test4812,jt4812@illinois.edu,"Bioinformatics, MS"
Johnny Test35128,jt35128@illinois.edu,"Linguistics, BALAS"
Johnny Test42469,jt42469@illinois.edu,"Animal Sciences, PhD"
Johnny Test21435,jt21435@illinois.edu,"Sociology, BALAS"
Johnny Test19033,jt19033@illinois.edu,"Marketing, BS"
Johnny Test49045,jt49045@illinois.edu,"Latin American Studies, MA"
Johnny Test19948,jt19948@illinois.edu,"Political Science, BALAS"
Johnny Test44543,jt44543@illinois.edu,"Italian, PhD"
Johnny Test2550,jt2550@illinois.edu,"Statistics & Computer Science, BSLAS"
Johnny Test19603,jt19603@illinois.edu,"Individual Plans of Study, BALAS or BSLAS"
Johnny Test4574,jt4574@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test33913,jt33913@illinois.edu,"Biochemistry, BS"
Johnny Test15432,jt15432@illinois.edu,"Geology, BSLAS"
Johnny Test537,jt537@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test54220,jt54220@illinois.edu,"CyberGIS and Geospatial Data Science, MS"
Johnny Test27969,jt27969@illinois.edu,"Management, BS"
Johnny Test8109,jt8109@illinois.edu,"Human Development & Family Studies, BS"
Johnny Test8577,jt8577@illinois.edu,"History, BALAS"
Johnny Test47241,jt47241@illinois.edu,"Environmental Engineering in Civil Engineering, PhD"
Johnny Test1341,jt1341@illinois.edu,"Computer Science + Music, BS"
Johnny Test38814,jt38814@illinois.edu,"Special Education, PhD"
Johnny Test4120,jt4120@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test39141,jt39141@illinois.edu,"Spanish, MA"
Johnny Test51865,jt51865@illinois.edu,"Russian, East European, & Eurasian Studies, MA"
Johnny Test54344,jt54344@illinois.edu,"Mechanical Engineering, PhD"
Johnny Test5311,jt5311@illinois.edu,"Bioinformatics, MS"
Johnny Test38019,jt38019@illinois.edu,"Crop Sciences, MS"
Johnny Test5929,jt5929@illinois.edu,"Computer Science, MCS"
Johnny Test13708,jt13708@illinois.edu,"Asian American Studies, BALAS"
Johnny Test32218,jt32218@illinois.edu,"Linguistics, BALAS"
Johnny Test11954,jt11954@illinois.edu,"Musicology, BMUS"
Johnny Test16358,jt16358@illinois.edu,"Supply Chain Management, BS"
Johnny Test32565,jt32565@illinois.edu,"Finance + Data Science, BS"
Johnny Test28189,jt28189@illinois.edu,"French (Teaching), BA"
Johnny Test34924,jt34924@illinois.edu,"Astrophysics, BSLAS"
Johnny Test451,jt451@illinois.edu,"Computer Science + Physics, BS"
Johnny Test40554,jt40554@illinois.edu,"Molecular & Cellular Biology, MS"
Johnny Test1858,jt1858@illinois.edu,"Computer Science + Chemistry, BSLAS"
Johnny Test26971,jt26971@illinois.edu,"Integrative Biology, BSLAS"
Johnny Test26345,jt26345@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test18760,jt18760@illinois.edu,"Voice, BMUS"
Johnny Test51607,jt51607@illinois.edu,"VMS - Veterinary Clinical Medicine, MS"
Johnny Test8931,jt8931@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test31145,jt31145@illinois.edu,"Information Systems, BS"
Johnny Test49727,jt49727@illinois.edu,"European Union Studies, MA"
Johnny Test1698,jt1698@illinois.edu,"Computer Science + Crop Sciences, BS"
Johnny Test35429,jt35429@illinois.edu,"Graphic Design, BFA"
Johnny Test25558,jt25558@illinois.edu,"Creative Writing, BALAS"
Johnny Test37554,jt37554@illinois.edu,"Crop Sciences, MS"
Johnny Test51998,jt51998@illinois.edu,"Molecular & Cellular Biology, MS"
Johnny Test24442,jt24442@illinois.edu,"German (Teaching), BA"
Johnny Test30242,jt30242@illinois.edu,"Music Composition, BMUS"
Johnny Test39467,jt39467@illinois.edu,"Biology, MS"
Johnny Test24925,jt24925@illinois.edu,Chemistry Teaching
Johnny Test36434,jt36434@illinois.edu,"Finance, BS"
Johnny Test46287,jt46287@illinois.edu,"Classical Philology, PhD"
Johnny Test52272,jt52272@illinois.edu,"Livestock Systems Health, MVS"
Johnny Test33670,jt33670@illinois.edu,"Agricultural & Biological Engineering, BS"
Johnny Test31436,jt31436@illinois.edu,"Industrial Design, BFA"
Johnny Test8564,jt8564@illinois.edu,"Music, BA"
Johnny Test46123,jt46123@illinois.edu,"Human Development & Family Studies, MS"
Johnny Test1788,jt1788@illinois.edu,"Computer Science + Philosophy, BSLAS"
Johnny Test34859,jt34859@illinois.edu,"Community Health, BS"
Johnny Test15083,jt15083@illinois.edu,"Open Studies, BMUS"
Johnny Test10689,jt10689@illinois.edu,"Anthropology, BALAS"
Johnny Test40609,jt40609@illinois.edu,"Financial Engineering, MS"
Johnny Test16404,jt16404@illinois.edu,"Accountancy, BS"
Johnny Test10740,jt10740@illinois.edu,"Portuguese, BALAS"
Johnny Test6304,jt6304@illinois.edu,"Urban Studies & Planning, BA"
Johnny Test21112,jt21112@illinois.edu,"Landscape Architecture, BLA"
Johnny Test7915,jt7915@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test11472,jt11472@illinois.edu,"Electrical Engineering, BS"
Johnny Test37773,jt37773@illinois.edu,"Architectural Studies, MS (post professional)"
